State,County,year,congestion_events,avg_severity,avg_delay_typical,avg_delay_freeflow,slow_events,moderate_events,fast_events,slow_event_percentage
FL,Hendry,2017,13,1.46,5.42,5.58,1,7,5,7.69
FL,Hendry,2018,30,1.6,4.85,4.92,5,6,19,16.67
FL,Hendry,2019,27,1.26,4.53,4.59,5,12,10,18.52
FL,Hendry,2020,15,1.33,6.8,6.93,5,4,6,33.33
FL,Hendry,2021,15,0.73,6.07,6.4,1,3,11,6.67
FL,Hendry,2022,12,0.83,6.67,7.0,1,2,9,8.33
FL,Hernando,2016,23,1.39,0.65,0.75,1,9,13,4.35
FL,Hernando,2017,92,1.39,2.87,2.96,11,31,50,11.96
FL,Hernando,2018,171,1.26,2.05,2.14,19,52,100,11.11
FL,Hernando,2019,113,1.12,3.21,3.35,25,37,51,22.12
FL,Hernando,2020,33,1.0,6.55,6.67,9,15,9,27.27
FL,Hernando,2021,32,1.06,2.31,2.62,0,16,16,0.0
FL,Hernando,2022,14,1.07,4.57,4.64,2,4,8,14.29
FL,Highlands,2016,19,1.26,1.06,1.13,3,3,13,15.79
FL,Highlands,2017,57,1.16,1.93,2.12,4,10,43,7.02
FL,Highlands,2018,74,1.28,2.86,2.99,4,28,42,5.41
FL,Highlands,2019,87,0.94,2.87,2.95,42,26,19,48.28
FL,Highlands,2020,30,0.63,3.9,4.07,10,12,8,33.33
FL,Highlands,2021,3,1.0,5.33,5.33,0,3,0,0.0
FL,Highlands,2022,9,1.22,4.67,5.0,2,2,5,22.22
FL,Hillsborough,2016,778,1.17,1.14,1.75,143,393,242,18.38
FL,Hillsborough,2017,2164,1.19,2.28,3.62,372,1130,662,17.19
FL,Hillsborough,2018,3080,1.18,2.13,3.5,596,1526,958,19.35
FL,Hillsborough,2019,2584,0.74,2.12,3.7,469,1242,873,18.15
FL,Hillsborough,2020,909,0.79,2.36,3.68,179,431,299,19.69
FL,Hillsborough,2021,1951,1.09,2.8,3.83,222,925,804,11.38
FL,Hillsborough,2022,1416,1.12,3.35,4.48,171,630,615,12.08
FL,Holmes,2017,8,1.25,4.46,4.47,4,2,2,50.0
FL,Holmes,2018,9,1.67,8.61,8.62,5,0,4,55.56
FL,Holmes,2019,52,1.5,2.47,2.51,21,6,25,40.38
FL,Holmes,2020,8,0.88,5.5,5.38,2,5,1,25.0
FL,Holmes,2021,7,0.71,5.43,5.57,2,2,3,28.57
FL,Holmes,2022,2,1.0,7.0,7.0,1,1,0,50.0
FL,Indian River,2016,39,1.23,1.06,1.18,6,15,18,15.38
FL,Indian River,2017,157,1.15,2.4,2.56,24,61,72,15.29
FL,Indian River,2018,294,1.1,1.43,1.59,40,133,121,13.61
FL,Indian River,2019,158,0.84,3.07,3.14,76,47,35,48.1
FL,Indian River,2020,112,0.5,3.88,3.98,39,62,11,34.82
FL,Indian River,2021,46,0.67,3.02,3.54,14,25,7,30.43
FL,Indian River,2022,29,0.62,3.79,4.41,6,19,4,20.69
FL,Jackson,2017,40,1.45,4.25,4.28,13,11,16,32.5
FL,Jackson,2018,49,1.47,3.93,3.96,16,12,21,32.65
FL,Jackson,2019,131,1.61,1.83,1.84,77,8,46,58.78
FL,Jackson,2020,5,1.2,5.8,5.8,3,1,1,60.0
FL,Jackson,2021,1,0.0,2.0,2.0,1,0,0,100.0
FL,Jackson,2022,3,0.33,2.33,2.33,0,1,2,0.0
FL,Jefferson,2017,19,1.32,2.97,2.98,3,2,14,15.79
FL,Jefferson,2018,11,1.64,7.56,7.57,1,3,7,9.09
FL,Jefferson,2019,25,1.2,3.4,3.48,3,14,8,12.0
FL,Jefferson,2020,8,0.38,3.62,3.75,0,4,4,0.0
FL,Jefferson,2021,5,0.6,4.4,4.4,0,1,4,0.0
FL,Jefferson,2022,5,0.6,4.8,5.4,0,4,1,0.0
FL,Lafayette,2017,2,1.5,1.1,1.16,1,0,1,50.0
FL,Lafayette,2018,2,1.5,4.09,4.1,1,1,0,50.0
FL,Lafayette,2019,4,1.0,4.73,4.74,3,0,1,75.0
FL,Lafayette,2020,11,0.82,6.0,6.09,5,5,1,45.45
FL,Lafayette,2021,7,0.57,3.86,4.71,4,1,2,57.14
FL,Lafayette,2022,4,0.5,4.25,4.25,2,0,2,50.0
FL,Lake,2016,127,1.27,1.16,1.39,21,49,57,16.54
FL,Lake,2017,339,1.28,2.81,3.07,65,135,139,19.17
FL,Lake,2018,427,1.3,3.13,3.41,103,164,160,24.12
FL,Lake,2019,364,0.99,3.05,3.33,205,104,55,56.32
FL,Lake,2020,156,0.92,3.52,4.03,49,89,18,31.41
FL,Lake,2021,188,1.15,2.78,3.32,56,82,50,29.79
FL,Lake,2022,114,1.1,4.31,4.61,22,51,41,19.3
FL,Lee,2016,245,1.03,1.25,2.12,46,148,51,18.78
FL,Lee,2017,892,0.82,1.87,2.86,151,546,195,16.93
FL,Lee,2018,1205,0.76,1.84,2.91,261,658,286,21.66
FL,Lee,2019,780,0.42,2.09,3.51,195,436,149,25.0
FL,Lee,2020,372,0.41,3.25,4.22,76,224,72,20.43
FL,Lee,2021,624,0.48,2.82,3.76,136,308,180,21.79
FL,Lee,2022,559,0.52,3.2,4.38,99,293,167,17.71
FL,Leon,2017,162,1.54,3.71,4.33,92,57,13,56.79
FL,Leon,2018,251,1.45,2.93,3.52,141,92,18,56.18
FL,Leon,2019,123,1.22,3.54,4.17,63,42,18,51.22
FL,Leon,2020,90,1.43,1.99,3.49,14,71,5,15.56
FL,Leon,2021,120,1.35,1.96,3.52,15,97,8,12.5
FL,Leon,2022,35,1.09,2.49,3.26,3,22,10,8.57
FL,Levy,2016,3,1.33,1.98,1.96,1,0,2,33.33
FL,Levy,2017,18,1.39,5.46,5.51,6,7,5,33.33
FL,Levy,2018,19,1.32,2.23,2.25,11,3,5,57.89
FL,Levy,2019,29,1.52,5.19,5.15,16,7,6,55.17
FL,Levy,2020,8,1.0,4.38,4.38,4,2,2,50.0
FL,Levy,2021,2,1.0,6.0,6.0,1,1,0,50.0
FL,Levy,2022,1,2.0,9.0,9.0,1,0,0,100.0
FL,Liberty,2017,1,2.0,0.0,0.0,0,1,0,0.0
FL,Liberty,2018,1,1.0,0.0,4.15,0,0,1,0.0
FL,Liberty,2019,1,1.0,6.0,6.0,0,1,0,0.0
FL,Liberty,2020,1,1.0,17.0,17.0,0,1,0,0.0
FL,Madison,2017,14,1.36,3.41,3.44,0,6,8,0.0
FL,Madison,2018,20,1.65,2.58,2.64,6,6,8,30.0
FL,Madison,2019,36,1.86,4.63,4.65,12,7,17,33.33
FL,Madison,2020,12,0.58,4.25,4.33,4,4,4,33.33
FL,Madison,2021,8,1.12,3.75,4.0,0,0,8,0.0
FL,Madison,2022,3,1.0,5.0,5.0,0,0,3,0.0
FL,Manatee,2016,148,1.37,1.91,2.76,30,70,48,20.27
FL,Manatee,2017,490,1.27,2.25,3.16,82,270,138,16.73
FL,Manatee,2018,663,1.12,2.23,3.11,126,335,202,19.0
FL,Manatee,2019,450,0.63,2.46,3.48,92,227,131,20.44
FL,Manatee,2020,210,0.53,3.45,4.19,57,103,50,27.14
FL,Manatee,2021,410,0.92,3.56,4.61,113,154,143,27.56
FL,Manatee,2022,246,0.81,3.79,4.74,58,118,70,23.58
FL,Marion,2016,101,1.47,2.66,2.82,15,27,59,14.85
FL,Marion,2017,301,1.39,3.59,3.85,47,94,160,15.61
FL,Marion,2018,285,1.43,3.21,3.49,48,89,148,16.84
FL,Marion,2019,210,1.35,4.65,4.92,70,49,91,33.33
FL,Marion,2020,84,1.37,9.92,10.15,23,30,31,27.38
FL,Marion,2021,368,1.59,5.39,5.71,14,123,231,3.8
FL,Marion,2022,196,1.61,5.38,5.71,8,73,115,4.08
FL,Martin,2016,114,1.15,0.86,0.97,33,49,32,28.95
FL,Martin,2017,262,1.12,1.57,1.79,49,111,102,18.7
FL,Martin,2018,395,1.11,1.66,1.9,98,197,100,24.81
FL,Martin,2019,122,0.83,3.87,4.32,42,55,25,34.43
FL,Martin,2020,108,0.52,3.65,3.95,29,59,20,26.85
FL,Martin,2021,72,1.1,4.15,4.46,8,34,30,11.11
FL,Martin,2022,59,0.92,4.51,5.02,7,26,26,11.86
FL,Miami-Dade,2016,3149,1.07,0.99,1.78,1201,1497,451,38.14
FL,Miami-Dade,2017,9195,1.05,1.85,3.25,3668,4265,1262,39.89
FL,Miami-Dade,2018,9958,1.0,1.44,2.93,3859,4569,1530,38.75
FL,Miami-Dade,2019,7011,0.66,1.72,3.13,3310,2723,978,47.21
FL,Miami-Dade,2020,5229,0.47,1.34,3.21,1588,3248,393,30.37
FL,Miami-Dade,2021,9003,0.51,1.76,3.32,3066,5120,817,34.06
FL,Miami-Dade,2022,4438,0.65,2.31,3.7,1716,2107,615,38.67
FL,Monroe,2017,364,1.2,1.96,2.49,80,70,214,21.98
FL,Monroe,2018,681,1.22,2.13,2.73,150,152,379,22.03
FL,Monroe,2019,437,1.02,3.06,3.86,248,75,114,56.75
FL,Monroe,2020,233,0.62,3.55,4.37,110,75,48,47.21
FL,Monroe,2021,514,0.87,4.57,5.28,243,150,121,47.28
FL,Monroe,2022,320,0.77,3.82,4.96,111,71,138,34.69
FL,Nassau,2017,62,0.77,2.15,2.68,8,21,33,12.9
FL,Nassau,2018,130,0.76,2.32,2.93,14,51,65,10.77
FL,Nassau,2019,102,1.17,3.98,4.58,33,50,19,32.35
FL,Nassau,2020,60,0.9,4.23,4.4,10,31,19,16.67
FL,Nassau,2021,24,1.33,5.25,6.0,10,10,4,41.67
FL,Nassau,2022,16,0.81,4.56,5.0,3,6,7,18.75
FL,Okaloosa,2017,129,1.28,2.03,2.77,17,48,64,13.18
FL,Okaloosa,2018,647,1.23,2.12,2.72,97,251,299,14.99
FL,Okaloosa,2019,406,1.27,1.88,2.7,126,162,118,31.03
FL,Okaloosa,2020,199,1.35,2.41,3.61,36,108,55,18.09
FL,Okaloosa,2021,404,1.4,2.98,3.93,62,171,171,15.35
FL,Okaloosa,2022,249,1.31,3.87,4.84,42,110,97,16.87
FL,Okeechobee,2016,28,1.5,2.81,2.85,9,13,6,32.14
FL,Okeechobee,2017,73,1.47,6.16,6.24,13,35,25,17.81
FL,Okeechobee,2018,67,1.61,3.97,4.15,13,25,29,19.4
FL,Okeechobee,2019,24,1.12,3.46,3.47,5,2,17,20.83
FL,Okeechobee,2020,6,0.83,4.83,5.0,0,1,5,0.0
FL,Okeechobee,2021,2,1.5,9.0,9.0,2,0,0,100.0
FL,Okeechobee,2022,6,1.0,5.67,5.67,2,2,2,33.33
FL,Orange,2016,870,1.16,1.19,1.65,266,477,127,30.57
FL,Orange,2017,2348,1.13,2.17,2.96,770,1172,406,32.79
FL,Orange,2018,3190,1.16,2.0,2.92,1149,1492,549,36.02
FL,Orange,2019,2020,0.9,2.39,3.37,711,835,474,35.2
FL,Orange,2020,1028,0.7,2.12,3.34,281,543,204,27.33
FL,Orange,2021,1470,0.84,2.07,3.11,391,646,433,26.6
FL,Orange,2022,731,1.1,3.28,4.0,163,298,270,22.3
FL,Osceola,2016,352,1.15,1.06,1.41,112,169,71,31.82
FL,Osceola,2017,1220,1.18,2.48,3.19,297,647,276,24.34
FL,Osceola,2018,1654,1.16,1.95,2.78,408,866,380,24.67
FL,Osceola,2019,991,0.7,2.2,3.35,393,336,262,39.66
FL,Osceola,2020,271,0.84,2.63,4.37,96,98,77,35.42
FL,Osceola,2021,741,1.18,4.6,5.99,189,283,269,25.51
FL,Osceola,2022,645,1.22,5.11,6.95,103,264,278,15.97
FL,Palm Beach,2016,540,1.2,1.13,1.55,136,256,148,25.19
FL,Palm Beach,2017,1653,1.16,1.91,2.51,422,782,449,25.53
FL,Palm Beach,2018,1861,1.14,1.82,2.32,388,853,620,20.85
FL,Palm Beach,2019,1406,0.82,2.85,3.45,287,585,534,20.41
FL,Palm Beach,2020,1022,0.55,3.13,3.63,206,563,253,20.16
FL,Palm Beach,2021,1205,0.92,2.76,3.43,169,463,573,14.02
FL,Palm Beach,2022,777,1.03,3.53,4.11,76,274,427,9.78
FL,Pasco,2016,86,1.06,1.22,1.5,7,37,42,8.14
FL,Pasco,2017,259,1.1,3.08,3.78,32,129,98,12.36
FL,Pasco,2018,461,1.1,2.39,3.13,62,246,153,13.45
FL,Pasco,2019,505,0.79,2.27,3.01,127,227,151,25.15
FL,Pasco,2020,146,0.62,2.43,3.33,28,64,54,19.18
FL,Pasco,2021,328,0.67,2.8,3.9,92,143,93,28.05
FL,Pasco,2022,163,0.67,3.17,4.36,46,70,47,28.22
FL,Pinellas,2016,238,1.24,1.04,1.49,80,116,42,33.61
FL,Pinellas,2017,787,1.17,2.6,3.42,205,430,152,26.05
FL,Pinellas,2018,864,1.09,2.37,3.21,251,376,237,29.05
FL,Pinellas,2019,786,0.73,2.49,3.4,193,394,199,24.55
FL,Pinellas,2020,319,0.61,3.0,3.94,89,175,55,27.9
FL,Pinellas,2021,459,0.75,2.35,3.24,118,205,136,25.71
FL,Pinellas,2022,305,1.0,3.26,4.24,65,121,119,21.31
FL,Polk,2016,117,1.25,0.95,1.13,23,39,55,19.66
FL,Polk,2017,437,1.21,2.39,2.77,102,157,178,23.34
FL,Polk,2018,616,1.29,2.31,2.84,125,231,260,20.29
FL,Polk,2019,663,1.04,2.52,2.95,224,209,230,33.79
FL,Polk,2020,329,1.28,2.63,3.89,62,148,119,18.84
FL,Polk,2021,690,1.36,3.12,4.26,57,255,378,8.26
FL,Polk,2022,300,1.16,3.54,4.42,40,92,168,13.33
FL,Putnam,2016,12,1.33,2.73,2.74,3,7,2,25.0
FL,Putnam,2017,47,1.43,3.76,3.8,9,22,16,19.15
FL,Putnam,2018,30,1.23,2.39,2.43,7,16,7,23.33
FL,Putnam,2019,14,0.29,1.89,1.9,4,7,3,28.57
FL,Putnam,2020,2,1.0,5.0,5.0,1,1,0,50.0
FL,Putnam,2021,14,0.93,4.64,5.0,5,8,1,35.71
FL,Putnam,2022,4,1.25,4.25,5.0,2,2,0,50.0
FL,Saint Johns,2017,48,1.04,2.02,2.33,13,24,11,27.08
FL,Saint Johns,2018,62,1.15,1.08,1.33,20,25,17,32.26
FL,Saint Lucie,2016,46,1.09,1.05,1.45,6,29,11,13.04
FL,Saint Lucie,2017,110,1.11,1.59,1.95,17,69,24,15.45
FL,Saint Lucie,2018,192,1.07,0.83,1.07,18,112,62,9.38
FL,Santa Rosa,2017,84,1.39,3.55,4.14,10,36,38,11.9
FL,Santa Rosa,2018,345,1.26,2.4,2.95,33,86,226,9.57
FL,Santa Rosa,2019,182,1.2,2.18,2.77,38,36,108,20.88
FL,Santa Rosa,2020,116,0.98,5.05,5.34,23,45,48,19.83
FL,Santa Rosa,2021,249,0.99,3.68,4.35,40,80,129,16.06
FL,Santa Rosa,2022,115,1.17,2.61,3.7,3,19,93,2.61
FL,Sarasota,2016,177,1.23,1.17,1.52,27,98,52,15.25
FL,Sarasota,2017,530,1.15,1.8,2.27,83,304,143,15.66
FL,Sarasota,2018,451,1.04,1.94,2.33,61,256,134,13.53
FL,Sarasota,2019,238,0.46,3.42,3.89,51,129,58,21.43
FL,Sarasota,2020,158,0.44,3.04,3.57,34,84,40,21.52
FL,Sarasota,2021,324,0.63,2.99,3.71,60,153,111,18.52
FL,Sarasota,2022,206,0.83,3.22,3.93,32,94,80,15.53
FL,Seminole,2016,195,1.27,1.47,1.74,50,96,49,25.64
FL,Seminole,2017,502,1.12,2.23,2.87,119,277,106,23.71
FL,Seminole,2018,762,1.08,2.37,3.08,201,369,192,26.38
FL,Seminole,2019,435,0.81,2.69,3.64,141,147,147,32.41
FL,Seminole,2020,195,0.64,2.97,3.78,75,80,40,38.46
FL,Seminole,2021,259,0.71,2.55,3.3,37,133,89,14.29
FL,Seminole,2022,86,1.16,3.71,4.15,18,25,43,20.93
FL,St Johns,2022,19,0.47,3.95,4.58,8,7,4,42.11
FL,St Lucie,2022,17,0.88,8.76,8.94,5,4,8,29.41
FL,St. Johns,2017,151,1.13,2.32,2.84,39,48,64,25.83
FL,St. Johns,2018,489,1.1,1.52,2.03,96,175,218,19.63
FL,St. Johns,2019,306,0.72,2.77,3.4,125,88,93,40.85
FL,St. Johns,2020,179,0.55,3.58,4.12,65,63,51,36.31
FL,St. Johns,2021,273,0.77,3.25,3.95,74,96,103,27.11
FL,St. Johns,2022,103,1.15,4.35,5.06,30,36,37,29.13
FL,St. Lucie,2016,47,1.28,0.57,0.71,2,28,17,4.26
FL,St. Lucie,2017,163,1.26,2.53,2.78,38,71,54,23.31
FL,St. Lucie,2018,298,1.19,1.97,2.17,66,126,106,22.15
FL,St. Lucie,2019,233,1.09,2.78,2.94,101,55,77,43.35
FL,St. Lucie,2020,112,0.57,4.26,4.36,30,45,37,26.79
FL,St. Lucie,2021,55,0.8,3.85,4.09,13,18,24,23.64
FL,St. Lucie,2022,27,0.96,5.26,5.52,4,15,8,14.81
FL,Sumter,2016,31,1.35,2.33,2.38,1,8,22,3.23
FL,Sumter,2017,97,1.55,5.01,5.15,10,29,58,10.31
FL,Sumter,2018,152,1.38,4.47,4.66,28,28,96,18.42
FL,Sumter,2019,144,1.06,3.83,4.11,43,44,57,29.86
FL,Sumter,2020,71,0.85,4.7,5.15,32,23,16,45.07
FL,Sumter,2021,129,1.62,6.78,7.26,26,36,67,20.16
FL,Sumter,2022,68,1.79,9.16,9.81,4,22,42,5.88
FL,Suwannee,2017,21,1.67,4.63,4.69,2,4,15,9.52
FL,Suwannee,2018,32,1.56,2.82,3.03,9,7,16,28.12
FL,Suwannee,2019,31,1.35,2.25,2.28,16,7,8,51.61
FL,Suwannee,2020,7,0.71,5.43,5.0,3,3,1,42.86
FL,Suwannee,2021,7,1.29,6.86,7.0,3,3,1,42.86
FL,Suwannee,2022,5,0.8,4.4,4.6,1,0,4,20.0
FL,Taylor,2017,13,1.31,3.2,3.21,5,2,6,38.46
FL,Taylor,2018,26,1.46,1.8,2.27,5,7,14,19.23
FL,Taylor,2019,9,1.56,7.8,7.96,7,1,1,77.78
FL,Taylor,2020,4,1.75,6.5,6.75,1,2,1,25.0
FL,Taylor,2021,5,0.8,2.8,3.0,0,4,1,0.0
FL,Taylor,2022,1,1.0,1.0,1.0,0,0,1,0.0
FL,Union,2017,2,1.0,0.36,0.36,1,0,1,50.0
FL,Union,2018,5,1.6,5.08,5.09,2,2,1,40.0
FL,Union,2019,1,0.0,0.87,0.87,1,0,0,100.0
FL,Union,2020,3,1.33,9.0,9.0,1,2,0,33.33
FL,Union,2022,1,1.0,8.0,8.0,0,0,1,0.0
FL,Volusia,2016,260,1.3,1.09,1.19,64,124,72,24.62
FL,Volusia,2017,589,1.25,2.33,2.51,151,270,168,25.64
FL,Volusia,2018,1173,1.17,1.66,1.84,268,564,341,22.85
FL,Volusia,2019,513,1.0,2.08,2.41,188,164,161,36.65
FL,Volusia,2020,158,0.53,4.45,4.82,60,76,22,37.97
FL,Volusia,2021,250,0.68,2.93,3.4,49,125,76,19.6
FL,Volusia,2022,133,1.25,4.2,4.62,16,40,77,12.03
FL,Wakulla,2017,5,1.8,3.32,3.86,0,2,3,0.0
FL,Wakulla,2018,15,1.67,3.13,3.64,1,7,7,6.67
FL,Wakulla,2019,15,1.73,5.69,6.41,2,6,7,13.33
FL,Wakulla,2020,4,1.75,5.25,5.75,0,3,1,0.0
FL,Wakulla,2021,10,1.5,4.0,4.5,2,0,8,20.0
FL,Wakulla,2022,2,1.5,7.5,8.0,0,2,0,0.0
FL,Walton,2017,27,1.3,3.45,3.6,5,9,13,18.52
FL,Walton,2018,302,1.2,2.29,2.56,23,82,197,7.62
FL,Walton,2019,174,1.27,2.19,2.34,91,33,50,52.3
FL,Walton,2020,112,0.86,3.78,4.26,50,46,16,44.64
FL,Walton,2021,262,1.16,3.23,4.01,60,107,95,22.9
FL,Walton,2022,179,1.01,3.4,4.16,48,68,63,26.82
FL,Washington,2017,9,1.56,4.89,4.92,4,2,3,44.44
FL,Washington,2018,29,0.79,3.15,3.2,7,14,8,24.14
FL,Washington,2019,67,1.63,1.82,1.84,43,3,21,64.18
FL,Washington,2020,1,0.0,4.0,4.0,0,0,1,0.0
FL,Washington,2021,19,0.26,4.11,4.0,0,8,11,0.0
FL,Washington,2022,13,0.31,3.62,3.54,0,3,10,0.0
GA,Appling,2016,1,2.0,0.0,0.0,0,0,1,0.0
GA,Appling,2017,15,1.4,4.23,4.3,3,5,7,20.0
GA,Appling,2018,5,1.2,6.5,6.63,1,0,4,20.0
GA,Appling,2019,9,0.78,4.24,4.26,1,1,7,11.11
GA,Appling,2020,8,1.38,4.62,4.75,0,0,8,0.0
GA,Appling,2021,2,0.0,3.0,3.0,0,0,2,0.0
GA,Appling,2022,3,1.0,5.67,5.67,0,2,1,0.0
GA,Atkinson,2017,8,1.5,4.36,4.37,0,1,7,0.0
GA,Atkinson,2018,8,1.5,8.65,8.65,3,3,2,37.5
GA,Atkinson,2019,11,1.55,6.25,6.25,4,1,6,36.36
GA,Atkinson,2020,7,1.14,5.71,6.0,3,2,2,42.86
GA,Atkinson,2021,4,0.75,5.75,5.75,2,0,2,50.0
GA,Atkinson,2022,1,0.0,1.0,1.0,1,0,0,100.0
GA,Bacon,2016,1,2.0,0.0,0.0,0,0,1,0.0
GA,Bacon,2017,2,2.0,15.29,15.26,1,1,0,50.0
GA,Bacon,2018,7,1.57,4.37,4.42,1,4,2,14.29
GA,Bacon,2019,13,1.46,7.36,7.43,2,5,6,15.38
GA,Bacon,2020,7,0.86,6.43,6.29,1,3,3,14.29
GA,Bacon,2021,1,0.0,4.0,4.0,0,0,1,0.0
GA,Bacon,2022,1,0.0,3.0,3.0,0,1,0,0.0
GA,Baker,2018,9,1.44,6.04,6.07,0,4,5,0.0
GA,Baker,2019,8,1.0,11.5,11.62,4,1,3,50.0
GA,Baker,2020,9,0.56,5.0,5.0,2,3,4,22.22
GA,Baker,2021,1,1.0,5.0,5.0,0,0,1,0.0
GA,Baker,2022,3,0.67,7.0,7.0,0,1,2,0.0
GA,Baldwin,2016,2,1.5,0.0,0.0,1,0,1,50.0
GA,Baldwin,2017,22,1.59,5.31,5.55,9,8,5,40.91
GA,Baldwin,2018,4,1.75,8.3,8.41,2,2,0,50.0
GA,Baldwin,2019,11,1.0,5.78,5.87,3,2,6,27.27
GA,Baldwin,2020,1,1.0,1.0,1.0,0,0,1,0.0
GA,Baldwin,2021,10,1.1,1.9,2.7,0,9,1,0.0
GA,Baldwin,2022,1,2.0,6.0,6.0,0,0,1,0.0
GA,Banks,2016,2,1.5,0.0,0.0,0,1,1,0.0
GA,Banks,2017,2,2.0,5.51,5.64,1,0,1,50.0
GA,Banks,2018,7,1.57,6.29,6.49,4,1,2,57.14
GA,Banks,2019,30,1.37,3.26,3.3,13,10,7,43.33
GA,Banks,2020,8,1.62,6.75,6.75,2,2,4,25.0
GA,Banks,2021,14,1.57,3.21,3.64,1,5,8,7.14
GA,Banks,2022,12,1.42,4.08,4.08,1,2,9,8.33
GA,Barrow,2016,26,1.42,1.52,1.92,11,10,5,42.31
GA,Barrow,2017,50,1.08,2.69,3.36,13,16,21,26.0
GA,Barrow,2018,55,1.11,3.76,4.16,7,23,25,12.73
GA,Barrow,2019,64,1.0,4.66,5.1,16,22,26,25.0
GA,Barrow,2020,26,0.54,2.85,3.85,8,11,7,30.77
GA,Barrow,2021,21,0.57,3.76,4.48,2,11,8,9.52
GA,Barrow,2022,22,0.68,3.27,4.27,4,13,5,18.18
GA,Bartow,2016,53,1.17,1.27,1.4,13,25,15,24.53
GA,Bartow,2017,104,1.25,4.11,4.28,23,33,48,22.12
GA,Bartow,2018,151,1.25,3.16,3.32,41,51,59,27.15
GA,Bartow,2019,83,0.93,3.17,3.33,38,30,15,45.78
GA,Bartow,2020,18,1.22,6.11,6.44,3,7,8,16.67
GA,Bartow,2021,94,1.37,4.2,4.28,2,29,63,2.13
GA,Bartow,2022,29,1.55,7.0,7.0,2,7,20,6.9
GA,Ben Hill,2017,14,1.86,8.93,8.99,3,10,1,21.43
GA,Ben Hill,2018,19,1.89,6.32,6.34,2,4,13,10.53
GA,Ben Hill,2019,4,0.5,4.5,5.25,1,0,3,25.0
GA,Ben Hill,2020,3,1.33,10.0,10.0,1,1,1,33.33
