State,County,year,congestion_events,avg_severity,avg_delay_typical,avg_delay_freeflow,slow_events,moderate_events,fast_events,slow_event_percentage
SC,Marlboro,2018,38,1.39,5.73,5.75,5,18,15,13.16
SC,Marlboro,2019,9,1.33,5.21,5.2,7,0,2,77.78
SC,Marlboro,2020,3,0.0,1.33,1.33,2,1,0,66.67
SC,Marlboro,2022,5,0.4,3.2,3.4,0,1,4,0.0
SC,McCormick,2016,1,2.0,0.0,0.0,0,0,1,0.0
SC,McCormick,2017,2,1.0,2.84,2.86,1,0,1,50.0
SC,McCormick,2018,5,1.8,5.9,5.92,0,3,2,0.0
SC,McCormick,2019,1,1.0,8.0,8.0,0,1,0,0.0
SC,McCormick,2020,3,1.0,4.67,4.67,2,1,0,66.67
SC,McCormick,2021,1,1.0,5.0,5.0,0,0,1,0.0
SC,Mccormick,2016,1,1.0,0.0,0.0,0,0,1,0.0
SC,Mccormick,2017,2,2.0,12.08,12.04,0,1,1,0.0
SC,Newberry,2016,2,1.5,0.0,0.0,0,2,0,0.0
SC,Newberry,2017,18,1.44,1.99,2.08,2,8,8,11.11
SC,Newberry,2018,17,1.41,3.74,3.85,5,4,8,29.41
SC,Newberry,2019,15,1.4,4.4,4.45,3,0,12,20.0
SC,Newberry,2020,36,1.72,4.47,4.56,3,7,26,8.33
SC,Newberry,2021,59,1.49,4.22,4.22,3,15,41,5.08
SC,Newberry,2022,24,2.0,7.25,7.25,1,5,18,4.17
SC,Oconee,2017,9,1.11,2.03,2.15,1,6,2,11.11
SC,Oconee,2018,20,1.55,4.4,4.48,7,9,4,35.0
SC,Oconee,2019,10,0.9,6.31,6.3,1,7,2,10.0
SC,Oconee,2020,12,1.25,12.5,12.58,4,3,5,33.33
SC,Oconee,2021,3,1.0,3.67,3.67,0,3,0,0.0
SC,Oconee,2022,8,0.88,5.12,5.12,0,4,4,0.0
SC,Orangeburg,2017,39,1.54,4.28,4.44,9,17,13,23.08
SC,Orangeburg,2018,103,1.58,4.59,4.67,29,28,46,28.16
SC,Orangeburg,2019,52,1.37,4.22,4.23,9,13,30,17.31
SC,Orangeburg,2020,39,1.26,4.15,4.21,1,11,27,2.56
SC,Orangeburg,2021,110,1.46,4.36,4.4,4,28,78,3.64
SC,Orangeburg,2022,53,1.55,4.36,4.36,0,15,38,0.0
SC,Pickens,2017,35,1.51,3.83,4.8,13,16,6,37.14
SC,Pickens,2018,57,1.58,4.67,5.47,21,34,2,36.84
SC,Pickens,2019,30,0.57,5.03,5.24,4,13,13,13.33
SC,Pickens,2020,18,0.5,3.67,4.39,2,13,3,11.11
SC,Pickens,2021,28,0.54,4.25,4.82,6,18,4,21.43
SC,Pickens,2022,35,0.51,5.11,5.43,2,16,17,5.71
SC,Richland,2017,305,1.34,2.85,3.65,127,122,56,41.64
SC,Richland,2018,568,1.42,2.91,3.71,203,240,125,35.74
SC,Richland,2019,325,1.08,3.11,3.73,94,133,98,28.92
SC,Richland,2020,131,1.18,3.72,4.56,19,71,41,14.5
SC,Richland,2021,382,1.04,3.03,3.81,45,170,167,11.78
SC,Richland,2022,162,1.22,5.01,5.57,28,62,72,17.28
SC,Saluda,2016,1,2.0,0.0,0.0,0,0,1,0.0
SC,Saluda,2017,4,1.75,9.68,9.68,2,1,1,50.0
SC,Saluda,2018,15,1.6,6.11,6.19,4,6,5,26.67
SC,Saluda,2019,1,1.0,13.0,13.0,1,0,0,100.0
SC,Saluda,2020,2,0.5,3.0,3.0,0,0,2,0.0
SC,Saluda,2021,8,0.88,7.88,7.88,3,1,4,37.5
SC,Saluda,2022,3,0.67,4.0,4.0,0,0,3,0.0
SC,Spartanburg,2017,95,1.21,2.78,3.06,40,42,13,42.11
SC,Spartanburg,2018,148,1.18,3.31,3.59,46,75,27,31.08
SC,Spartanburg,2019,101,0.95,5.95,6.18,32,41,28,31.68
SC,Spartanburg,2020,112,1.31,4.31,4.54,12,39,61,10.71
SC,Spartanburg,2021,163,1.31,3.72,3.94,4,47,112,2.45
SC,Spartanburg,2022,238,0.92,5.13,5.12,10,86,142,4.2
SC,Sumter,2017,28,1.5,3.68,3.85,11,8,9,39.29
SC,Sumter,2018,110,1.51,4.03,4.14,18,40,52,16.36
SC,Sumter,2019,34,1.18,4.15,4.17,7,9,18,20.59
SC,Sumter,2020,5,1.0,5.0,5.0,1,1,3,20.0
SC,Sumter,2021,4,0.75,8.75,8.75,0,3,1,0.0
SC,Sumter,2022,13,0.77,3.46,3.69,0,1,12,0.0
SC,Union,2017,11,1.55,6.88,7.46,4,3,4,36.36
SC,Union,2018,16,1.62,3.31,3.33,6,5,5,37.5
SC,Union,2019,6,0.5,3.19,3.2,2,1,3,33.33
SC,Union,2020,4,1.5,13.5,13.75,2,0,2,50.0
SC,Union,2021,4,1.5,7.25,7.5,0,0,4,0.0
SC,Union,2022,8,0.25,4.0,4.12,0,0,8,0.0
SC,Williamsburg,2017,23,1.48,5.72,5.73,8,9,6,34.78
SC,Williamsburg,2018,73,1.37,6.35,6.4,29,16,28,39.73
SC,Williamsburg,2019,20,0.75,4.85,4.92,6,5,9,30.0
SC,Williamsburg,2020,14,0.57,4.86,4.93,3,3,8,21.43
SC,Williamsburg,2021,18,0.83,5.89,6.78,11,2,5,61.11
SC,Williamsburg,2022,13,0.85,6.0,6.15,2,1,10,15.38
SC,York,2017,87,1.24,3.59,4.81,28,35,24,32.18
SC,York,2018,138,1.36,4.69,5.71,43,52,43,31.16
SC,York,2019,130,1.0,3.85,4.71,39,58,33,30.0
SC,York,2020,50,0.78,3.98,4.64,16,15,19,32.0
SC,York,2021,81,0.98,4.21,5.33,17,51,13,20.99
SC,York,2022,77,1.0,5.51,5.79,14,31,32,18.18
SD,Aurora,2017,9,1.67,3.33,3.33,4,0,5,44.44
SD,Aurora,2018,26,1.69,3.12,3.18,3,5,18,11.54
SD,Aurora,2019,27,1.67,4.14,4.17,12,4,11,44.44
SD,Aurora,2020,6,1.67,3.83,4.0,0,2,4,0.0
SD,Aurora,2021,14,1.14,3.79,3.93,1,0,13,7.14
SD,Aurora,2022,1,1.0,2.0,2.0,0,0,1,0.0
SD,Beadle,2017,3,1.67,2.86,2.9,0,0,3,0.0
SD,Beadle,2018,20,1.3,3.44,3.46,2,5,13,10.0
SD,Beadle,2019,11,1.45,6.12,6.24,2,3,6,18.18
SD,Beadle,2020,19,1.16,3.79,4.05,4,4,11,21.05
SD,Beadle,2021,8,1.12,3.5,3.5,0,2,6,0.0
SD,Beadle,2022,1,1.0,8.0,8.0,0,0,1,0.0
SD,Bennett,2017,1,1.0,1.87,1.87,0,0,1,0.0
SD,Bennett,2018,2,1.0,3.84,3.92,0,1,1,0.0
SD,Bennett,2019,3,1.0,3.67,3.67,0,1,2,0.0
SD,Bennett,2020,3,1.67,5.67,5.67,0,1,2,0.0
SD,Bennett,2021,2,1.5,7.0,7.5,0,0,2,0.0
SD,Bon Homme,2017,2,1.5,5.03,5.13,0,0,2,0.0
SD,Bon Homme,2018,5,1.0,3.86,3.89,1,1,3,20.0
SD,Bon Homme,2019,17,0.65,3.52,3.76,4,1,12,23.53
SD,Bon Homme,2020,11,0.91,4.27,4.36,4,1,6,36.36
SD,Bon Homme,2021,5,0.6,5.0,4.6,4,0,1,80.0
SD,Bon Homme,2022,1,0.0,2.0,2.0,0,0,1,0.0
SD,Brookings,2017,7,1.57,2.47,2.49,2,2,3,28.57
SD,Brookings,2018,31,1.9,2.95,2.97,7,5,19,22.58
SD,Brookings,2019,25,1.24,4.38,4.45,6,3,16,24.0
SD,Brookings,2020,17,1.53,5.35,5.47,2,3,12,11.76
SD,Brookings,2021,7,1.0,3.14,3.71,2,0,5,28.57
SD,Brookings,2022,4,1.25,3.0,3.0,0,0,4,0.0
SD,Brown,2017,11,1.09,1.25,1.42,0,8,3,0.0
SD,Brown,2018,26,1.08,2.69,2.86,0,15,11,0.0
SD,Brown,2019,11,1.27,2.74,2.76,3,4,4,27.27
SD,Brown,2020,32,1.31,2.78,3.62,4,17,11,12.5
SD,Brown,2021,20,1.2,2.7,3.4,0,11,9,0.0
SD,Brule,2017,5,1.8,0.59,0.58,2,0,3,40.0
SD,Brule,2018,23,1.61,3.3,3.32,9,4,10,39.13
SD,Brule,2019,29,1.66,3.42,3.45,8,2,19,27.59
SD,Brule,2020,9,1.44,3.89,4.11,2,2,5,22.22
SD,Brule,2021,28,1.04,3.43,3.54,1,5,22,3.57
SD,Buffalo,2018,1,1.0,3.83,4.12,0,0,1,0.0
SD,Buffalo,2019,3,0.67,5.33,5.33,0,0,3,0.0
SD,Buffalo,2020,1,1.0,9.0,9.0,0,0,1,0.0
SD,Buffalo,2021,5,0.4,4.2,4.4,0,0,5,0.0
SD,Butte,2017,12,1.25,2.34,2.34,6,4,2,50.0
SD,Butte,2018,20,1.55,2.6,2.62,4,3,13,20.0
SD,Butte,2019,12,1.17,4.9,4.94,5,4,3,41.67
SD,Butte,2020,4,2.0,6.75,6.75,0,3,1,0.0
SD,Butte,2021,10,1.4,3.4,3.7,2,0,8,20.0
SD,Butte,2022,1,1.0,1.0,1.0,0,0,1,0.0
SD,Campbell,2018,4,1.75,4.1,4.21,0,0,4,0.0
SD,Campbell,2019,5,1.4,4.6,6.65,2,1,2,40.0
SD,Campbell,2020,11,1.0,5.09,5.82,5,1,5,45.45
SD,Campbell,2021,3,1.33,3.33,3.67,1,0,2,33.33
SD,Charles Mix,2017,4,1.25,4.85,4.9,0,0,4,0.0
SD,Charles Mix,2018,4,1.75,4.41,4.51,0,1,3,0.0
SD,Charles Mix,2019,8,1.25,3.47,3.47,0,0,8,0.0
SD,Charles Mix,2020,10,0.7,4.1,4.1,0,0,10,0.0
SD,Charles Mix,2021,6,0.67,5.17,5.5,1,1,4,16.67
SD,Clark,2017,2,1.0,7.01,7.11,0,2,0,0.0
SD,Clark,2018,3,1.67,0.52,0.52,0,3,0,0.0
SD,Clark,2019,6,0.83,2.88,3.05,4,0,2,66.67
SD,Clark,2020,2,1.0,5.0,5.0,2,0,0,100.0
SD,Clark,2021,9,0.33,2.67,2.89,7,0,2,77.78
SD,Clay,2017,3,1.33,8.79,8.8,1,0,2,33.33
SD,Clay,2018,3,1.33,5.68,5.73,1,0,2,33.33
SD,Clay,2019,5,0.8,3.8,3.8,1,2,2,20.0
SD,Clay,2020,8,1.25,4.5,4.5,1,0,7,12.5
SD,Clay,2021,1,2.0,6.0,6.0,0,0,1,0.0
SD,Codington,2017,9,1.89,7.37,7.4,2,3,4,22.22
SD,Codington,2018,25,1.68,4.27,4.35,3,5,17,12.0
SD,Codington,2019,33,1.64,5.1,5.18,12,9,12,36.36
SD,Codington,2020,11,0.73,3.91,4.09,7,1,3,63.64
SD,Codington,2021,22,1.27,3.64,4.0,1,1,20,4.55
SD,Codington,2022,4,1.0,2.5,2.75,1,0,3,25.0
SD,Corson,2017,1,1.0,27.93,27.97,1,0,0,100.0
SD,Corson,2018,2,1.5,7.21,7.46,2,0,0,100.0
SD,Corson,2019,5,1.4,4.56,4.75,1,2,2,20.0
SD,Corson,2020,7,1.29,4.86,5.14,3,1,3,42.86
SD,Corson,2021,6,1.33,4.17,4.17,2,0,4,33.33
SD,Corson,2022,2,1.5,3.5,4.0,0,0,2,0.0
SD,Custer,2017,2,2.0,9.48,9.56,2,0,0,100.0
SD,Custer,2018,11,1.82,4.36,4.38,3,1,7,27.27
SD,Custer,2019,8,1.25,6.28,6.29,2,0,6,25.0
SD,Custer,2020,17,0.88,5.0,5.06,2,8,7,11.76
SD,Custer,2021,16,0.56,3.06,3.56,6,2,8,37.5
SD,Custer,2022,2,1.0,3.0,3.0,0,0,2,0.0
SD,Davison,2017,8,1.0,2.76,2.8,4,0,4,50.0
SD,Davison,2018,21,1.95,3.67,3.69,0,6,15,0.0
SD,Davison,2019,17,1.82,2.71,2.74,2,2,13,11.76
SD,Davison,2020,7,1.71,5.57,5.71,0,2,5,0.0
SD,Davison,2021,8,1.38,3.88,4.0,1,1,6,12.5
SD,Davison,2022,5,1.2,1.8,1.8,0,0,5,0.0
SD,Day,2017,9,1.33,1.74,1.75,3,2,4,33.33
SD,Day,2018,11,1.09,1.54,1.55,7,1,3,63.64
SD,Day,2019,20,1.05,2.86,2.82,7,1,12,35.0
SD,Day,2020,3,1.0,7.33,7.33,2,0,1,66.67
SD,Day,2021,2,0.5,1.5,2.0,1,0,1,50.0
SD,Deuel,2017,3,1.67,7.9,7.91,1,0,2,33.33
SD,Deuel,2018,21,1.62,2.6,2.61,2,0,19,9.52
SD,Deuel,2019,17,1.41,3.85,3.88,3,2,12,17.65
SD,Deuel,2020,12,1.0,4.75,4.83,5,3,4,41.67
SD,Deuel,2021,15,0.73,2.93,2.87,5,1,9,33.33
SD,Deuel,2022,2,1.0,2.5,2.5,0,0,2,0.0
SD,Dewey,2017,4,1.0,0.62,1.98,2,0,2,50.0
SD,Dewey,2018,2,1.5,3.46,3.43,2,0,0,100.0
SD,Dewey,2019,15,1.4,4.71,4.97,4,5,6,26.67
SD,Dewey,2020,13,1.46,4.23,4.23,1,7,5,7.69
SD,Dewey,2021,1,3.0,11.0,11.0,0,1,0,0.0
SD,Dewey,2022,2,1.5,3.5,4.5,0,0,2,0.0
SD,Douglas,2017,2,1.5,2.8,2.81,0,0,2,0.0
SD,Douglas,2018,4,1.0,4.29,4.31,1,1,2,25.0
SD,Douglas,2019,1,0.0,4.0,4.0,1,0,0,100.0
SD,Douglas,2020,3,1.0,5.0,5.33,2,0,1,66.67
SD,Douglas,2021,2,0.5,5.0,5.0,1,1,0,50.0
SD,Edmunds,2017,5,1.0,1.33,1.33,3,0,2,60.0
SD,Edmunds,2018,12,1.08,2.55,2.59,2,3,7,16.67
SD,Edmunds,2019,10,1.2,5.15,5.17,0,5,5,0.0
SD,Edmunds,2020,5,0.8,3.8,3.8,2,1,2,40.0
SD,Edmunds,2021,2,1.0,2.0,2.0,0,0,2,0.0
SD,Fall River,2017,5,1.8,8.52,8.64,0,2,3,0.0
SD,Fall River,2018,5,2.0,6.41,6.49,0,2,3,0.0
SD,Fall River,2019,8,1.38,4.82,4.94,2,4,2,25.0
SD,Fall River,2020,1,2.0,7.0,7.0,0,1,0,0.0
SD,Fall River,2021,17,0.71,4.0,4.29,1,1,15,5.88
SD,Fall River,2022,4,0.5,3.25,3.5,0,0,4,0.0
SD,Faulk,2017,1,2.0,7.3,7.23,0,0,1,0.0
SD,Faulk,2018,2,1.0,2.71,2.79,1,0,1,50.0
SD,Faulk,2019,4,1.25,6.19,6.27,1,0,3,25.0
SD,Faulk,2020,2,1.5,5.5,5.5,1,0,1,50.0
SD,Faulk,2021,21,1.67,4.1,4.14,2,5,14,9.52
SD,Grant,2017,2,1.5,3.22,3.22,1,0,1,50.0
SD,Grant,2018,24,1.38,3.43,3.44,2,3,19,8.33
SD,Grant,2019,10,1.4,3.7,3.82,2,1,7,20.0
SD,Grant,2020,5,0.4,6.2,6.2,2,1,2,40.0
SD,Grant,2021,18,1.0,5.5,5.67,11,2,5,61.11
SD,Grant,2022,4,1.0,2.75,2.75,0,0,4,0.0
SD,Gregory,2017,2,2.0,3.99,4.02,0,0,2,0.0
SD,Gregory,2018,10,1.5,4.5,4.76,1,0,9,10.0
SD,Gregory,2019,9,0.78,7.89,8.06,8,1,0,88.89
SD,Gregory,2020,7,0.86,6.14,6.14,4,1,2,57.14
SD,Gregory,2021,9,0.11,3.11,3.11,4,0,5,44.44
SD,Gregory,2022,1,0.0,4.0,4.0,0,0,1,0.0
SD,Haakon,2018,1,2.0,1.2,1.2,0,0,1,0.0
SD,Haakon,2019,2,1.5,4.0,4.0,0,2,0,0.0
SD,Haakon,2020,4,0.75,6.25,6.25,0,0,4,0.0
SD,Haakon,2021,2,1.0,5.0,6.0,0,1,1,0.0
SD,Haakon,2022,2,1.5,5.5,5.5,0,0,2,0.0
SD,Hamlin,2018,9,1.44,6.06,6.08,2,1,6,22.22
SD,Hamlin,2019,8,1.0,4.83,4.98,4,0,4,50.0
SD,Hamlin,2020,7,0.71,5.86,5.86,5,1,1,71.43
SD,Hamlin,2021,27,0.59,5.11,5.15,22,3,2,81.48
SD,Hamlin,2022,1,1.0,6.0,6.0,0,0,1,0.0
SD,Hand,2017,1,1.0,0.0,0.0,0,1,0,0.0
SD,Hand,2018,5,1.6,5.52,5.56,0,0,5,0.0
SD,Hand,2019,5,0.0,3.58,3.65,2,0,3,40.0
SD,Hand,2020,14,1.0,4.5,4.64,6,0,8,42.86
SD,Hand,2021,3,1.67,7.67,7.67,0,0,3,0.0
SD,Hand,2022,2,1.5,6.5,6.5,0,0,2,0.0
SD,Hanson,2017,8,2.12,4.32,4.35,0,0,8,0.0
SD,Hanson,2018,17,1.71,4.19,4.2,1,1,15,5.88
SD,Hanson,2019,15,1.67,3.09,3.02,6,0,9,40.0
SD,Hanson,2020,2,1.5,2.0,2.5,0,0,2,0.0
SD,Hanson,2021,8,0.75,3.25,3.38,4,0,4,50.0
SD,Hanson,2022,6,1.17,3.5,3.67,1,0,5,16.67
SD,Harding,2017,28,1.46,1.69,1.7,17,4,7,60.71
SD,Harding,2018,10,1.6,8.52,8.51,2,1,7,20.0
SD,Harding,2019,1,2.0,5.58,5.6,0,0,1,0.0
SD,Harding,2020,3,1.33,4.0,4.0,2,0,1,66.67
SD,Harding,2021,1,1.0,2.0,2.0,0,0,1,0.0
SD,Hughes,2017,1,2.0,0.02,0.02,0,0,1,0.0
SD,Hughes,2018,4,1.75,6.61,6.63,3,1,0,75.0
SD,Hughes,2019,9,0.67,3.24,3.47,3,2,4,33.33
SD,Hughes,2020,3,1.33,9.0,9.0,2,1,0,66.67
SD,Hughes,2021,8,1.5,4.88,5.0,2,3,3,25.0
SD,Hughes,2022,2,1.5,6.5,6.5,0,0,2,0.0
SD,Hutchinson,2017,4,1.5,9.56,9.68,0,1,3,0.0
SD,Hutchinson,2018,5,1.4,6.46,6.48,0,1,4,0.0
SD,Hutchinson,2019,7,0.71,3.77,3.77,3,0,4,42.86
SD,Hutchinson,2020,7,0.43,4.43,4.43,0,0,7,0.0
SD,Hutchinson,2021,8,0.38,3.38,3.5,2,0,6,25.0
SD,Hutchinson,2022,1,2.0,10.0,11.0,0,0,1,0.0
SD,Hyde,2017,1,2.0,4.3,4.43,0,1,0,0.0
SD,Hyde,2018,4,1.0,4.16,4.21,1,1,2,25.0
SD,Hyde,2019,5,0.8,4.96,4.98,4,0,1,80.0
SD,Hyde,2020,2,0.5,4.5,4.5,2,0,0,100.0
SD,Hyde,2021,2,2.0,10.5,10.5,1,1,0,50.0
SD,Jackson,2017,8,2.25,3.33,3.33,1,2,5,12.5
SD,Jackson,2018,33,1.7,4.07,4.1,8,4,21,24.24
SD,Jackson,2019,55,1.47,3.53,3.64,7,4,44,12.73
SD,Jackson,2020,24,1.29,4.04,4.33,1,0,23,4.17
SD,Jackson,2021,35,1.43,5.26,5.54,4,3,28,11.43
SD,Jackson,2022,5,1.0,2.4,2.4,0,0,5,0.0
SD,Jerauld,2017,1,1.0,0.47,0.47,1,0,0,100.0
SD,Jerauld,2018,8,1.88,3.91,3.96,0,2,6,0.0
SD,Jerauld,2019,3,1.0,4.65,4.98,0,1,2,0.0
SD,Jerauld,2020,3,1.33,6.0,6.67,0,0,3,0.0
SD,Jerauld,2021,1,0.0,4.0,3.0,0,0,1,0.0
SD,Jones,2017,7,2.0,3.79,3.8,1,1,5,14.29
SD,Jones,2018,14,1.79,2.98,2.99,6,1,7,42.86
SD,Jones,2019,72,1.6,4.17,4.3,12,28,32,16.67
SD,Jones,2020,69,1.49,4.48,4.77,11,28,30,15.94
SD,Jones,2021,20,1.6,3.5,3.65,0,3,17,0.0
SD,Jones,2022,2,1.5,3.5,3.5,0,0,2,0.0
SD,Kingsbury,2017,2,2.0,6.1,6.08,0,0,2,0.0
SD,Kingsbury,2018,13,1.46,4.55,4.6,0,1,12,0.0
SD,Kingsbury,2019,8,1.0,6.85,6.86,4,0,4,50.0
SD,Kingsbury,2020,4,1.25,5.5,5.5,2,1,1,50.0
SD,Kingsbury,2021,9,0.67,3.67,3.67,3,0,6,33.33
SD,Kingsbury,2022,1,1.0,6.0,6.0,0,0,1,0.0
SD,Lake,2017,6,1.67,4.08,4.09,0,3,3,0.0
SD,Lake,2018,2,1.5,1.16,1.17,0,0,2,0.0
SD,Lake,2019,4,0.25,3.5,3.5,0,1,3,0.0
SD,Lake,2020,2,0.0,3.5,3.5,0,0,2,0.0
SD,Lake,2022,1,1.0,4.0,6.0,0,0,1,0.0
SD,Lawrence,2017,14,1.93,5.42,5.49,0,6,8,0.0
SD,Lawrence,2018,45,1.69,4.9,4.94,10,7,28,22.22
SD,Lawrence,2019,26,1.27,2.87,2.94,7,2,17,26.92
SD,Lawrence,2020,6,1.17,3.0,3.33,1,1,4,16.67
SD,Lawrence,2021,26,1.04,3.77,3.96,1,6,19,3.85
SD,Lawrence,2022,8,0.88,3.12,3.38,0,0,8,0.0
SD,Lincoln,2017,11,1.82,5.43,5.43,2,3,6,18.18
SD,Lincoln,2018,23,1.65,3.75,3.77,1,1,21,4.35
SD,Lincoln,2019,29,1.38,3.24,3.41,2,6,21,6.9
SD,Lincoln,2020,16,1.19,3.88,4.0,1,3,12,6.25
SD,Lincoln,2021,32,1.06,3.91,4.22,5,3,24,15.62
SD,Lincoln,2022,4,1.25,5.5,5.25,0,1,3,0.0
SD,Lyman,2017,19,1.58,3.09,3.09,10,2,7,52.63
SD,Lyman,2018,44,1.89,4.37,4.38,9,6,29,20.45
SD,Lyman,2019,83,1.55,2.39,2.41,34,6,43,40.96
SD,Lyman,2020,17,1.41,3.29,3.41,4,3,10,23.53
SD,Lyman,2021,26,1.5,3.77,4.0,2,1,23,7.69
SD,Lyman,2022,7,1.71,5.0,5.0,1,1,5,14.29
SD,Marshall,2018,3,0.67,5.06,5.08,1,0,2,33.33
SD,Marshall,2019,1,1.0,5.0,5.0,1,0,0,100.0
SD,Marshall,2020,6,0.67,5.33,5.5,3,0,3,50.0
SD,Marshall,2021,7,0.29,3.29,3.29,3,0,4,42.86
SD,Marshall,2022,1,1.0,7.0,7.0,1,0,0,100.0
SD,McCook,2017,7,2.0,2.17,2.18,0,1,6,0.0
SD,McCook,2018,20,1.65,2.69,2.73,1,1,18,5.0
SD,McCook,2019,19,1.74,2.96,2.98,2,1,16,10.53
SD,McCook,2020,10,1.3,3.7,3.9,1,2,7,10.0
SD,McCook,2021,18,1.28,3.17,3.28,1,3,14,5.56
SD,McCook,2022,7,1.14,3.29,3.29,0,0,7,0.0
SD,McPherson,2020,6,0.33,4.5,4.5,5,0,1,83.33
SD,McPherson,2021,4,0.75,5.25,5.25,4,0,0,100.0
SD,Meade,2017,6,1.83,4.64,4.59,1,1,4,16.67
SD,Meade,2018,20,1.85,3.82,3.85,2,3,15,10.0
SD,Meade,2019,17,1.29,3.88,3.94,2,5,10,11.76
SD,Meade,2020,13,1.08,2.92,3.0,0,1,12,0.0
SD,Meade,2021,15,1.33,4.47,4.6,0,2,13,0.0
SD,Meade,2022,4,1.0,3.0,3.0,0,2,2,0.0
SD,Mellette,2017,1,2.0,14.3,14.33,0,0,1,0.0
SD,Mellette,2018,2,2.0,6.15,6.15,1,0,1,50.0
SD,Mellette,2019,10,0.8,3.6,3.5,2,3,5,20.0
SD,Mellette,2020,13,0.77,4.23,4.31,7,1,5,53.85
SD,Mellette,2021,78,1.77,4.38,4.62,2,32,44,2.56
SD,Mellette,2022,1,2.0,13.0,13.0,0,0,1,0.0
SD,Miner,2017,1,2.0,6.75,6.73,0,0,1,0.0
SD,Miner,2018,4,1.25,8.38,8.42,1,1,2,25.0
SD,Miner,2019,3,0.67,7.67,8.0,1,0,2,33.33
SD,Miner,2020,2,1.0,6.0,6.0,1,0,1,50.0
SD,Miner,2021,2,0.5,4.0,4.0,1,0,1,50.0
SD,Minnehaha,2017,27,1.85,4.14,4.14,5,6,16,18.52
SD,Minnehaha,2018,51,1.69,2.75,2.85,9,7,35,17.65
SD,Minnehaha,2019,58,1.21,3.02,3.25,21,12,25,36.21
SD,Minnehaha,2020,113,0.45,2.3,3.55,50,48,15,44.25
SD,Minnehaha,2021,110,0.49,2.35,3.66,42,51,17,38.18
SD,Minnehaha,2022,8,1.12,3.12,3.62,4,0,4,50.0
SD,Moody,2017,7,1.71,4.61,4.61,1,1,5,14.29
SD,Moody,2018,12,1.83,4.5,4.57,1,1,10,8.33
SD,Moody,2019,12,1.75,5.3,5.28,0,0,12,0.0
SD,Moody,2020,4,1.0,2.25,2.25,0,0,4,0.0
SD,Moody,2021,12,1.42,2.75,2.92,0,1,11,0.0
SD,Moody,2022,1,1.0,2.0,2.0,1,0,0,100.0
SD,Oglala Lakota,2017,21,1.86,4.07,5.35,0,3,18,0.0
SD,Oglala Lakota,2018,1,1.0,6.38,6.2,1,0,0,100.0
SD,Oglala Lakota,2019,9,1.33,6.0,6.89,3,3,3,33.33
SD,Oglala Lakota,2020,1,1.0,7.0,7.0,1,0,0,100.0
SD,Oglala Lakota,2021,5,0.6,3.4,4.0,2,1,2,40.0
SD,Pennington,2017,19,1.79,5.4,5.41,3,6,10,15.79
SD,Pennington,2018,74,1.92,5.5,5.52,10,13,51,13.51
SD,Pennington,2019,88,1.24,4.17,4.26,22,20,46,25.0
SD,Pennington,2020,46,0.85,5.52,5.85,13,14,19,28.26
SD,Pennington,2021,44,0.93,4.34,4.64,9,6,29,20.45
SD,Pennington,2022,7,1.29,4.0,4.14,0,1,6,0.0
SD,Perkins,2018,15,1.87,5.31,5.33,0,0,15,0.0
SD,Perkins,2019,1,1.0,5.67,5.62,0,0,1,0.0
SD,Perkins,2020,2,1.0,3.5,3.5,0,0,2,0.0
SD,Perkins,2021,5,0.6,5.2,5.2,4,0,1,80.0
SD,Perkins,2022,1,1.0,5.0,5.0,0,0,1,0.0
SD,Potter,2017,2,1.5,1.48,1.48,0,0,2,0.0
SD,Potter,2018,4,1.5,5.79,5.83,0,0,4,0.0
SD,Potter,2019,5,1.2,4.78,5.0,1,2,2,20.0
SD,Potter,2020,10,0.7,6.9,7.0,8,0,2,80.0
SD,Potter,2021,7,0.86,3.43,3.43,2,0,5,28.57
SD,Potter,2022,1,2.0,6.0,6.0,0,1,0,0.0
SD,Roberts,2017,9,1.67,4.31,4.32,3,2,4,33.33
SD,Roberts,2018,49,1.86,3.95,3.95,8,4,37,16.33
SD,Roberts,2019,24,1.58,3.12,3.18,8,4,12,33.33
SD,Roberts,2020,14,1.14,5.36,5.5,6,1,7,42.86
SD,Roberts,2021,24,0.58,4.38,4.5,2,1,21,8.33
SD,Roberts,2022,4,0.25,2.0,2.0,0,0,4,0.0
SD,Sanborn,2018,2,1.0,2.61,2.61,1,0,1,50.0
SD,Sanborn,2019,5,1.0,6.2,6.2,0,1,4,0.0
SD,Sanborn,2020,6,1.17,4.5,4.5,0,1,5,0.0
SD,Sanborn,2021,1,1.0,3.0,3.0,0,0,1,0.0
SD,Spink,2018,6,1.33,3.34,3.38,3,1,2,50.0
SD,Spink,2019,9,1.11,4.85,4.84,2,2,5,22.22
SD,Spink,2020,21,1.0,6.14,6.19,8,3,10,38.1
SD,Spink,2021,7,0.71,4.71,4.86,1,0,6,14.29
SD,Stanley,2018,9,1.67,5.57,5.64,1,3,5,11.11
SD,Stanley,2019,11,1.18,3.6,3.6,4,0,7,36.36
SD,Stanley,2020,13,1.46,4.0,4.15,0,8,5,0.0
SD,Stanley,2021,5,1.2,2.4,2.8,0,2,3,0.0
SD,Sully,2018,1,2.0,6.02,6.02,0,0,1,0.0
SD,Sully,2019,23,0.52,4.09,4.13,1,0,22,4.35
SD,Sully,2020,26,0.35,3.38,3.54,1,2,23,3.85
SD,Sully,2021,5,1.4,4.0,4.4,0,3,2,0.0
