"","county","n","year"
"1227","08071",6,2019
"1228","08075",6,2019
"1229","08077",129,2019
"1230","08081",2,2019
"1231","08083",11,2019
"1232","08085",24,2019
"1233","08087",1,2019
"1234","08091",16,2019
"1235","08093",26,2019
"1236","08097",178,2019
"1237","08099",2,2019
"1238","08101",64,2019
"1239","08103",7,2019
"1240","08105",4,2019
"1241","08107",40,2019
"1242","08109",5,2019
"1243","08111",81,2019
"1244","08113",40,2019
"1245","08115",0,2019
"1246","08117",88,2019
"1247","08119",6,2019
"1248","08121",4,2019
"1249","08123",1074,2019
"1250","08057",1,2019
"1251","08089",2,2019
"1252","08095",1,2019
"1253","08125",1,2019
"1254","08025",0,2019
"1255","08061",0,2019
"1256","08003",0,2019
"1257","08011",0,2019
"1258","08017",0,2019
"1259","17031",8115,2019
"1260","17091",50,2019
"1261","17093",137,2019
"1262","17097",2641,2019
"1263","17163",185,2019
"1264","17197",1054,2019
"1265","21111",574,2019
"1266","21117",92,2019
"1267","24003",1355,2019
"1268","27053",3421,2019
"1269","27137",90,2019
"1270","27171",96,2019
"1271","32003",5947,2019
"1272","37021",546,2019
"1273","37097",167,2019
"1274","37135",637,2019
"1275","37183",3310,2019
"1276","45051",172,2019
"1277","47149",412,2019
"1278","48113",3614,2019
"1279","48221",27,2019
"1280","48325",90,2019
"1281","48339",650,2019
"1282","48439",2396,2019
"1283","48453",4905,2019
"1284","48491",1237,2019
"1285","49011",796,2019
"1286","49035",4089,2019
"1287","49043",416,2019
"1288","49049",1480,2019
"1289","49053",355,2019
"1290","51085",98,2019
"1291","51107",2364,2019
"1292","51680",30,2019
"1293","08073",0,2019
"1294","17043",3302,2019
"1295","17113",254,2019
"1296","24031",5185,2019
"1297","27141",59,2019
"1298","36081",1684,2019
"1299","37129",252,2019
"1300","45079",240,2019
"1301","45083",120,2019
"1302","48011",11,2019
"1303","48015",17,2019
"1304","48029",1455,2019
"1305","48061",73,2019
"1306","48139",137,2019
"1307","48141",269,2019
"1308","48157",1476,2019
"1309","48201",4453,2019
"1310","48381",23,2019
"1311","48389",1,2019
"1312","49005",166,2019
"1313","49021",33,2019
"1314","49037",3,2019
"1315","51059",4830,2019
"1316","51153",825,2019
"1317","08009",0,2019
"1318","17143",163,2019
"1319","24005",1288,2019
"1320","27003",314,2019
"1321","27037",695,2019
"1322","27123",988,2019
"1323","27163",512,2019
"1324","32031",1487,2019
"1325","34005",743,2019
"1326","34021",634,2019
"1327","34025",1530,2019
"1328","34031",607,2019
"1329","36029",716,2019
"1330","36091",321,2019
"1331","36103",2797,2019
"1332","36119",3300,2019
"1333","37025",249,2019
"1334","37059",27,2019
"1335","37093",12,2019
"1336","45033",5,2019
"1337","45063",140,2019
"1338","47037",1026,2019
"1339","47087",1,2019
"1340","47163",46,2019
"1341","47187",2181,2019
"1342","48039",285,2019
"1343","48187",203,2019
"1344","48215",153,2019
"1345","48329",15,2019
"1346","48355",89,2019
"1347","48367",49,2019
"1348","48467",10,2019
"1349","50007",708,2019
"1350","50023",174,2019
"1351","08001",993,2020
"1352","08005",3094,2020
"1353","08007",2,2020
"1354","08013",3714,2020
"1355","08014",536,2020
"1356","08015",12,2020
"1357","08019",239,2020
"1358","08021",3,2020
"1359","08023",3,2020
"1360","08027",16,2020
"1361","08029",36,2020
"1362","08031",3275,2020
"1363","08033",2,2020
"1364","08035",1724,2020
"1365","08037",309,2020
"1366","08039",204,2020
"1367","08041",1594,2020
"1368","08043",33,2020
"1369","08045",208,2020
"1370","08047",9,2020
"1371","08049",93,2020
"1372","08051",39,2020
"1373","08053",12,2020
"1374","08055",1,2020
"1375","08059",2146,2020
"1376","08063",1,2020
"1377","08065",9,2020
"1378","08067",23,2020
"1379","08069",1961,2020
"1380","08071",5,2020
"1381","08075",9,2020
"1382","08077",170,2020
"1383","08081",1,2020
"1384","08083",20,2020
"1385","08085",40,2020
"1386","08087",0,2020
"1387","08091",24,2020
"1388","08093",29,2020
"1389","08097",197,2020
"1390","08099",2,2020
"1391","08101",93,2020
"1392","08103",12,2020
"1393","08105",4,2020
"1394","08107",70,2020
"1395","08109",7,2020
"1396","08111",121,2020
"1397","08113",43,2020
"1398","08115",0,2020
"1399","08117",109,2020
"1400","08119",9,2020
"1401","08121",3,2020
"1402","08123",1436,2020
"1403","08057",1,2020
"1404","08089",2,2020
"1405","08095",2,2020
"1406","08125",4,2020
"1407","08025",1,2020
"1408","08061",1,2020
"1409","08003",0,2020
"1410","08011",0,2020
"1411","08017",0,2020
"1412","17031",11026,2020
"1413","17091",67,2020
"1414","17093",188,2020
"1415","17097",3474,2020
"1416","17163",272,2020
"1417","17197",1499,2020
"1418","21111",855,2020
"1419","21117",139,2020
"1420","24003",1825,2020
"1421","27053",5005,2020
"1422","27137",127,2020
"1423","27171",137,2020
"1424","32003",7571,2020
"1425","37021",719,2020
"1426","37097",244,2020
"1427","37135",817,2020
"1428","37183",4337,2020
"1429","45051",270,2020
"1430","47149",685,2020
"1431","48113",5371,2020
"1432","48221",38,2020
"1433","48325",148,2020
"1434","48339",1085,2020
"1435","48439",3719,2020
"1436","48453",7246,2020
"1437","48491",1850,2020
"1438","49011",1056,2020
"1439","49035",5212,2020
"1440","49043",575,2020
"1441","49049",2099,2020
"1442","49053",500,2020
"1443","51085",144,2020
"1444","51107",3214,2020
"1445","51680",61,2020
"1446","08073",0,2020
"1447","17043",4306,2020
"1448","17113",330,2020
"1449","24031",6534,2020
"1450","27141",89,2020
"1451","36081",2374,2020
"1452","37129",380,2020
"1453","45079",370,2020
"1454","45083",180,2020
"1455","48011",13,2020
"1456","48015",30,2020
"1457","48029",2467,2020
"1458","48061",142,2020
"1459","48139",216,2020
"1460","48141",439,2020
"1461","48157",2252,2020
"1462","48201",6709,2020
"1463","48381",43,2020
"1464","48389",2,2020
"1465","49005",226,2020
"1466","49021",51,2020
"1467","49037",4,2020
"1468","51059",6543,2020
"1469","51153",1156,2020
"1470","08009",0,2020
"1471","17143",214,2020
"1472","24005",1784,2020
"1473","27003",572,2020
"1474","27037",1073,2020
"1475","27123",1469,2020
"1476","27163",784,2020
"1477","32031",2161,2020
"1478","34005",1191,2020
"1479","34021",953,2020
"1480","34025",2463,2020
"1481","34031",1003,2020
"1482","36029",973,2020
"1483","36091",418,2020
"1484","36103",4086,2020
"1485","36119",4310,2020
"1486","37025",334,2020
"1487","37059",36,2020
"1488","37093",22,2020
"1489","45033",5,2020
"1490","45063",220,2020
"1491","47037",1268,2020
"1492","47087",0,2020
"1493","47163",55,2020
"1494","47187",2119,2020
"1495","48039",457,2020
"1496","48187",291,2020
"1497","48215",298,2020
"1498","48329",19,2020
"1499","48355",165,2020
"1500","48367",79,2020
"1501","48467",16,2020
"1502","50007",845,2020
"1503","50023",239,2020
"1504","08001",1643,2021
"1505","08005",4835,2021
"1506","08007",5,2021
"1507","08013",4895,2021
"1508","08014",856,2021
"1509","08015",15,2021
"1510","08019",365,2021
"1511","08021",8,2021
"1512","08023",4,2021
"1513","08027",33,2021
"1514","08029",48,2021
"1515","08031",5037,2021
"1516","08033",2,2021
"1517","08035",2991,2021
"1518","08037",409,2021
"1519","08039",323,2021
"1520","08041",2908,2021
"1521","08043",61,2021
"1522","08045",311,2021
"1523","08047",14,2021
"1524","08049",126,2021
"1525","08051",63,2021
"1526","08053",25,2021
"1527","08055",2,2021
"1528","08059",3205,2021
"1529","08063",0,2021
"1530","08065",16,2021
"1531","08067",44,2021
"1532","08069",2753,2021
"1533","08071",13,2021
"1534","08075",12,2021
"1535","08077",288,2021
"1536","08081",1,2021
"1537","08083",29,2021
"1538","08085",64,2021
"1539","08087",1,2021
"1540","08091",37,2021
"1541","08093",43,2021
"1542","08097",247,2021
"1543","08099",3,2021
"1544","08101",194,2021
"1545","08103",18,2021
"1546","08105",8,2021
"1547","08107",116,2021
"1548","08109",9,2021
"1549","08111",148,2021
"1550","08113",49,2021
"1551","08115",0,2021
"1552","08117",173,2021
"1553","08119",24,2021
"1554","08121",7,2021
"1555","08123",2156,2021
"1556","08057",1,2021
"1557","08089",4,2021
"1558","08095",2,2021
"1559","08125",9,2021
"1560","08025",1,2021
"1561","08061",1,2021
"1562","08003",1,2021
"1563","08011",1,2021
"1564","08017",1,2021
"1565","17031",15889,2021
"1566","17091",100,2021
"1567","17093",305,2021
"1568","17097",4710,2021
"1569","17163",429,2021
"1570","17197",2270,2021
"1571","21111",1277,2021
"1572","21117",201,2021
"1573","24003",3045,2021
"1574","27053",6538,2021
"1575","27137",199,2021
"1576","27171",262,2021
"1577","32003",13270,2021
"1578","37021",1113,2021
"1579","37097",458,2021
"1580","37135",1164,2021
"1581","37183",6682,2021
"1582","45051",511,2021
"1583","47149",749,2021
"1584","48113",8733,2021
"1585","48221",81,2021
"1586","48325",309,2021
"1587","48339",1915,2021
"1588","48439",6518,2021
"1589","48453",12370,2021
"1590","48491",3285,2021
"1591","49011",1694,2021
"1592","49035",7467,2021
"1593","49043",838,2021
"1594","49049",3459,2021
"1595","49053",803,2021
"1596","51085",261,2021
"1597","51107",4553,2021
"1598","51680",93,2021
"1599","08073",0,2021
"1600","17043",5959,2021
"1601","17113",523,2021
"1602","24031",8984,2021
"1603","27141",181,2021
"1604","36081",3957,2021
"1605","37129",630,2021
"1606","45079",620,2021
"1607","45083",350,2021
"1608","48011",29,2021
"1609","48015",51,2021
"1610","48029",4655,2021
"1611","48061",402,2021
"1612","48139",411,2021
"1613","48141",1038,2021
"1614","48157",4357,2021
"1615","48201",11676,2021
"1616","48381",75,2021
"1617","48389",2,2021
"1618","49005",324,2021
"1619","49021",89,2021
"1620","49037",9,2021
"1621","51059",9186,2021
"1622","51153",1784,2021
"1623","08009",0,2021
"1624","17143",326,2021
"1625","24005",2545,2021
"1626","27003",1039,2021
"1627","27037",1657,2021
"1628","27123",2065,2021
"1629","27163",1036,2021
"1630","32031",3358,2021
"1631","34005",1978,2021
"1632","34021",1390,2021
"1633","34025",4006,2021
"1634","34031",1754,2021
"1635","36029",1721,2021
"1636","36091",701,2021
"1637","36103",7055,2021
"1638","36119",6719,2021
"1639","37025",557,2021
"1640","37059",66,2021
"1641","37093",37,2021
"1642","45033",6,2021
"1643","45063",390,2021
"1644","47037",1919,2021
"1645","47087",4,2021
"1646","47163",130,2021
"1647","47187",3432,2021
"1648","48039",798,2021
"1649","48187",554,2021
"1650","48215",693,2021
"1651","48329",32,2021
"1652","48355",341,2021
"1653","48367",177,2021
"1654","48467",31,2021
"1655","50007",1295,2021
"1656","50023",364,2021
"1657","08001",2488,2022
"1658","08005",7138,2022
"1659","08007",7,2022
"1660","08013",6459,2022
"1661","08014",1288,2022
"1662","08015",45,2022
"1663","08019",549,2022
"1664","08021",21,2022
"1665","08023",5,2022
"1666","08027",57,2022
"1667","08029",80,2022
"1668","08031",8132,2022
"1669","08033",2,2022
"1670","08035",4828,2022
"1671","08037",659,2022
"1672","08039",510,2022
"1673","08041",4484,2022
"1674","08043",104,2022
"1675","08045",486,2022
"1676","08047",23,2022
"1677","08049",211,2022
"1678","08051",82,2022
"1679","08053",37,2022
"1680","08055",7,2022
"1681","08059",4596,2022
"1682","08063",1,2022
"1683","08065",20,2022
"1684","08067",69,2022
"1685","08069",3901,2022
"1686","08071",29,2022
"1687","08075",21,2022
"1688","08077",432,2022
"1689","08081",2,2022
"1690","08083",41,2022
"1691","08085",89,2022
"1692","08087",3,2022
"1693","08091",53,2022
"1694","08093",66,2022
"1695","08097",346,2022
"1696","08099",6,2022
"1697","08101",295,2022
"1698","08103",25,2022
"1699","08105",13,2022
"1700","08107",192,2022
"1701","08109",21,2022
"1702","08111",225,2022
"1703","08113",68,2022
"1704","08115",1,2022
"1705","08117",281,2022
"1706","08119",44,2022
"1707","08121",10,2022
"1708","08123",3231,2022
"1709","08057",3,2022
"1710","08089",9,2022
"1711","08095",5,2022
"1712","08125",8,2022
"1713","08025",1,2022
"1714","08061",2,2022
"1715","08003",2,2022
"1716","08011",2,2022
"1717","08017",9,2022
"1718","17031",25967,2022
"1719","17091",155,2022
"1720","17093",496,2022
"1721","17097",6892,2022
"1722","17163",703,2022
"1723","17197",3633,2022
"1724","21111",2047,2022
"1725","21117",302,2022
"1726","24003",4866,2022
"1727","27053",9126,2022
"1728","27137",287,2022
"1729","27171",436,2022
"1730","32003",22300,2022
"1731","37021",1676,2022
"1732","37097",688,2022
"1733","37135",1586,2022
"1734","37183",10177,2022
"1735","45051",850,2022
"1736","47149",949,2022
"1737","48113",12654,2022
"1738","48221",171,2022
"1739","48325",496,2022
"1740","48339",2973,2022
"1741","48439",11853,2022
"1742","48453",18557,2022
"1743","48491",5177,2022
"1744","49011",2745,2022
"1745","49035",11114,2022
"1746","49043",1285,2022
"1747","49049",5536,2022
"1748","49053",1339,2022
"1749","51085",444,2022
"1750","51107",7261,2022
"1751","51680",143,2022
"1752","08073",2,2022
"1753","17043",8835,2022
"1754","17113",849,2022
"1755","24031",13607,2022
"1756","27141",283,2022
"1757","36081",6959,2022
"1758","37129",909,2022
"1759","45079",962,2022
"1760","45083",611,2022
"1761","48011",56,2022
"1762","48015",76,2022
"1763","48029",6804,2022
"1764","48061",671,2022
"1765","48139",714,2022
"1766","48141",1730,2022
"1767","48157",7431,2022
"1768","48201",17642,2022
"1769","48381",113,2022
"1770","48389",9,2022
"1771","49005",547,2022
"1772","49021",143,2022
"1773","49037",11,2022
"1774","51059",14010,2022
"1775","51153",2944,2022
"1776","08009",0,2022
"1777","17143",504,2022
"1778","24005",4018,2022
"1779","27003",1546,2022
"1780","27037",2429,2022
"1781","27123",2942,2022
"1782","27163",1581,2022
"1783","32031",4837,2022
"1784","34005",2997,2022
"1785","34021",1991,2022
"1786","34025",5759,2022
"1787","34031",2540,2022
"1788","36029",2534,2022
"1789","36091",1074,2022
"1790","36103",9806,2022
"1791","36119",9375,2022
"1792","37025",935,2022
"1793","37059",103,2022
"1794","37093",81,2022
"1795","45033",0,2022
"1796","45063",760,2022
"1797","47037",3191,2022
"1798","47087",4,2022
"1799","47163",195,2022
"1800","47187",3413,2022
"1801","48039",1281,2022
"1802","48187",872,2022
"1803","48215",1179,2022
"1804","48329",53,2022
"1805","48355",494,2022
"1806","48367",333,2022
"1807","48467",49,2022
"1808","50007",1762,2022
"1809","50023",495,2022
"1810","08001",3830,2023
"1811","08005",10880,2023
"1812","08007",8,2023
"1813","08013",8722,2023
"1814","08014",1965,2023
"1815","08015",76,2023
"1816","08019",798,2023
"1817","08021",35,2023
"1818","08023",13,2023
"1819","08027",93,2023
"1820","08029",106,2023
"1821","08031",13097,2023
"1822","08033",5,2023
"1823","08035",7691,2023
"1824","08037",931,2023
"1825","08039",799,2023
"1826","08041",6791,2023
"1827","08043",155,2023
"1828","08045",701,2023
"1829","08047",31,2023
"1830","08049",323,2023
"1831","08051",117,2023
"1832","08053",58,2023
"1833","08055",13,2023
"1834","08059",6762,2023
"1835","08063",1,2023
"1836","08065",38,2023
"1837","08067",97,2023
"1838","08069",5397,2023
"1839","08071",39,2023
"1840","08075",31,2023
"1841","08077",676,2023
"1842","08081",8,2023
"1843","08083",60,2023
"1844","08085",149,2023
"1845","08087",9,2023
"1846","08091",86,2023
"1847","08093",101,2023
"1848","08097",460,2023
"1849","08099",11,2023
"1850","08101",506,2023
"1851","08103",44,2023
"1852","08105",24,2023
"1853","08107",291,2023
"1854","08109",31,2023
"1855","08111",309,2023
"1856","08113",95,2023
"1857","08115",1,2023
"1858","08117",408,2023
"1859","08119",52,2023
"1860","08121",16,2023
"1861","08123",5071,2023
"1862","08057",5,2023
"1863","08089",16,2023
"1864","08095",2,2023
"1865","08125",16,2023
"1866","08025",0,2023
"1867","08061",3,2023
"1868","08003",3,2023
"1869","08011",2,2023
"1870","08017",10,2023
"1871","17031",41667,2023
"1872","17091",232,2023
"1873","17093",861,2023
"1874","17097",10480,2023
"1875","17163",1142,2023
"1876","17197",6216,2023
"1877","21111",3181,2023
"1878","21117",465,2023
"1879","24003",7876,2023
"1880","27053",13899,2023
"1881","27137",482,2023
"1882","27171",707,2023
"1883","32003",35691,2023
"1884","37021",2548,2023
"1885","37097",1050,2023
"1886","37135",2308,2023
"1887","37183",16986,2023
"1888","45051",1476,2023
"1889","47149",1493,2023
"1890","48113",18991,2023
"1891","48221",248,2023
"1892","48325",758,2023
"1893","48339",4542,2023
"1894","48439",20804,2023
"1895","48453",26388,2023
"1896","48491",7809,2023
"1897","49011",4110,2023
"1898","49035",16149,2023
"1899","49043",1704,2023
"1900","49049",8334,2023
"1901","49053",1847,2023
"1902","51085",687,2023
"1903","51107",11785,2023
"1904","51680",197,2023
"1905","08073",4,2023
"1906","17043",14044,2023
"1907","17113",1384,2023
"1908","24031",20851,2023
"1909","27141",391,2023
"1910","36081",15285,2023
"1911","37129",1266,2023
"1912","45079",1606,2023
"1913","45083",1026,2023
"1914","48011",64,2023
"1915","48015",114,2023
"1916","48029",9909,2023
"1917","48061",907,2023
"1918","48139",1078,2023
"1919","48141",2547,2023
"1920","48157",12824,2023
"1921","48201",27518,2023
"1922","48381",157,2023
"1923","48389",14,2023
"1924","49005",753,2023
"1925","49021",214,2023
"1926","49037",11,2023
"1927","51059",22151,2023
"1928","51153",5032,2023
"1929","08009",2,2023
"1930","17143",825,2023
"1931","24005",6371,2023
"1932","27003",2404,2023
"1933","27037",3874,2023
"1934","27123",4566,2023
"1935","27163",2517,2023
"1936","32031",6991,2023
"1937","34005",5056,2023
"1938","34021",3495,2023
"1939","34025",9637,2023
"1940","34031",4410,2023
"1941","36029",3598,2023
"1942","36091",1610,2023
"1943","36103",14003,2023
"1944","36119",13227,2023
"1945","37025",1769,2023
"1946","37059",140,2023
"1947","37093",136,2023
"1948","45033",12,2023
"1949","45063",1166,2023
"1950","47037",4257,2023
"1951","47087",11,2023
